,clones,len
1134,"[10055769, 10064726, 10067745, 10067767, 10112753, 10230658, 10550701, 11655759, 100141189, 100391859, 100451710, 100502024, 100512036, 100602059, 100611792, 100631417, 100721883, 100722130, 100722234, 100781656, 100891986, 100901346, 101131271, 101221917, 101271603, 101992170, 102191522, 102991492, 112671620]",29
1135,"[10068726, 10098875, 10117753, 10218772, 10234658, 10554701, 11659759, 100431859, 100491710, 100522024, 100562036, 100672059, 100701417, 100741883, 100762130, 100902234, 100951986, 100961346, 101171271, 101321603, 101471568, 101772291, 102012170, 102182108, 102211522, 103011492, 112711620]",27
1136,"[10026849, 10028848, 10039767, 10046769, 10060726, 10092875, 10105753, 10205772, 10226658, 10546701, 11651759, 100261859, 100311152, 100351859, 100361710, 100401345, 100411710, 100462024, 100532059, 100541792, 100581460, 100661656, 100682130, 100692234, 100701883, 100831986, 101091271, 101161917, 101201603, 101431568, 101642291, 101901946, 101972170, 102052108, 102171522, 102431754, 102971492, 112631620]",38
1137,"[10015849, 10020848, 10021849, 10024848, 10034767, 10043769, 10049745, 10056726, 10060745, 10084875, 10094753, 10199772, 10222658, 10540701, 10793658, 11641759, 11647759, 100111682, 100241859, 100281378, 100301345, 100311859, 100341710, 100432036, 100471417, 100491792, 100502059, 100531460, 100552130, 100631883, 100632234, 100641656, 100642130, 100671883, 100711986, 100831346, 100981271, 101051271, 101141917, 101161603, 101381568, 101562291, 101871946, 101942170, 101992108, 102101522, 102151522, 102381754, 102931492, 112531620, 112591620]",51
1138,"[10057769, 10066726, 10069745, 10096875, 10210772, 10232658, 10552701, 11657759, 100411859, 100471710, 100542036, 100631792, 100642059, 100651417, 100731883, 100742130, 100801656, 100921986, 100941346, 101151271, 101291603, 101291917, 101451568, 102002170, 102102108, 102171946, 102201522, 102611754, 103001492, 112691620]",30
1139,"[10021849, 10024848, 10034767, 10043769, 10056726, 10060745, 10084875, 10199772, 10205772, 10222658, 10540701, 11647759, 100301345, 100311859, 100341710, 100432036, 100471417, 100491792, 100502059, 100531460, 100632234, 100641656, 100642130, 100671883, 100831346, 101051271, 101141917, 101161603, 101381568, 101562291, 101871946, 101942170, 101992108, 102052108, 102151522, 102381754, 102931492, 112591620]",38
1140,"[10026849, 10028848, 10039767, 10046769, 10060726, 10092875, 10105753, 10205772, 10226658, 10546701, 11651759, 100311152, 100351859, 100401345, 100411710, 100462024, 100532059, 100541792, 100581460, 100662234, 100682130, 100692234, 100701883, 100831986, 101091271, 101201603, 101431568, 101642291, 101901946, 101972170, 102052108, 102171522, 102431754, 102561754, 102971492, 112631620]",36
1141,"[10021849, 10024848, 10026849, 10028848, 10039767, 10046769, 10060726, 10092875, 10105753, 10205772, 10226658, 10546701, 11651759, 100311152, 100351859, 100401345, 100411710, 100462024, 100532059, 100541792, 100581460, 100682130, 100692234, 100701883, 100831986, 101091271, 101201603, 101431568, 101642291, 101901946, 101972170, 102052108, 102171522, 102431754, 102971492, 112631620]",36
1142,"[10046769, 10057769, 10066726, 10069745, 10096875, 10210772, 10232658, 10552701, 11657759, 100392024, 100411859, 100471710, 100491417, 100542036, 100631792, 100642059, 100651417, 100731883, 100742130, 100801656, 100921986, 100941346, 101151271, 101291603, 101291917, 101451568, 101582291, 102002170, 102102108, 102171946, 102201522, 102611754, 103001492, 112691620]",34
1143,"[10057769, 10066726, 10069745, 10096875, 10210772, 10232658, 10552701, 11657759, 100411859, 100471710, 100502024, 100542036, 100631792, 100642059, 100651417, 100731883, 100742130, 100801656, 100921986, 100941346, 101151271, 101291603, 101291917, 101451568, 102002170, 102102108, 102171946, 102201522, 102611754, 103001492, 112691620]",31
1144,"[10026849, 10028848, 10039767, 10046769, 10060726, 10092875, 10105753, 10205772, 10210772, 10226658, 10546701, 11651759, 100311152, 100351859, 100392024, 100401345, 100411710, 100462024, 100491417, 100532059, 100541792, 100581460, 100682130, 100692234, 100701883, 100831986, 101091271, 101201603, 101431568, 101582291, 101642291, 101901946, 101972170, 102052108, 102102108, 102171522, 102431754, 102971492, 112631620]",39
1145,"[10064769, 10070726, 10100875, 10119753, 10220772, 10236658, 10556701, 11661759, 100511710, 100542024, 100582036, 100651792, 100661460, 100712059, 100761417, 100771883, 100782130, 100861656, 100932234, 100981346, 100981986, 101191271, 101351603, 101371917, 101531568, 101792291, 102022170, 102201946, 102202108, 102221522, 102651754, 103021492, 112731620]",33
1146,"[10064769, 10070726, 10100875, 10119753, 10220772, 10236658, 10556701, 11661759, 100511710, 100522024, 100542024, 100582036, 100651792, 100661460, 100712059, 100761417, 100771883, 100782130, 100861656, 100932234, 100981346, 100981986, 101191271, 101351603, 101371917, 101531568, 101792291, 102022170, 102201946, 102202108, 102221522, 102651754, 103021492, 112731620]",34
1147,"[10076726, 10078745, 10106875, 10124753, 10227772, 10242658, 10562701, 11667759, 100592024, 100642036, 100711460, 100711792, 100782059, 100842130, 101021346, 101251271, 101411603, 101451917, 101611568, 101872291, 102052170, 102251522, 102272108, 102471946, 102711754, 103051492, 112791620]",27
1148,"[10066769, 10072726, 10074745, 10102875, 10121753, 10223772, 10238658, 10558701, 11663759, 100531710, 100602036, 100671792, 100742059, 100801883, 100802130, 100831417, 101011986, 101211271, 101371603, 101812291, 102032170, 102231522, 102232108, 102331946, 102671754, 103031492, 112751620]",27
1149,"[10066769, 10072726, 10074745, 10102875, 10121753, 10223772, 10238658, 10558701, 11663759, 100531710, 100542024, 100602036, 100671792, 100742059, 100801883, 100802130, 100831417, 101011986, 101211271, 101371603, 101812291, 102032170, 102231522, 102232108, 102331946, 102671754, 103031492, 112751620]",28
1150,"[10074726, 10076745, 10104875, 10122753, 10225772, 10240658, 10560701, 11665759, 100562024, 100691460, 100691792, 100762059, 100822130, 100901656, 101231271, 101391603, 101421917, 101571568, 101842291, 102042170, 102241522, 102252108, 102341946, 102691754, 103041492, 112771620]",26
1151,"[10069769, 10078726, 10080745, 10108875, 10125753, 10229772, 10244658, 10564701, 11669759, 100662036, 100802059, 100862130, 101041346, 101271271, 101431603, 101481917, 101651568, 102062170, 102261522, 102292108, 102601946, 102731754, 103061492, 112811620]",24
1152,"[10069769, 10078726, 10080745, 10108875, 10125753, 10229772, 10244658, 10564701, 11669759, 100562024, 100662036, 100802059, 100862130, 101041346, 101271271, 101431603, 101481917, 101651568, 102062170, 102261522, 102292108, 102601946, 102731754, 103061492, 112811620]",25
1153,"[10084726, 10086745, 10130753, 10235772, 10250658, 10570701, 11675759, 100922130, 101111346, 101341271, 101491603, 101571917, 101771568, 102002291, 102092170, 102291522, 102352108, 102791754, 102911946, 103081492, 112871620]",21
1154,"[10082726, 10084745, 10112875, 10128753, 10233772, 10248658, 10568701, 11673759, 100762036, 100902130, 101091346, 101311271, 101471603, 101541917, 101731568, 101972291, 102082170, 102281522, 102332108, 102771754, 102861946, 112851620]",22
1155,"[10072769, 10080726, 10082745, 10110875, 10127753, 10231772, 10246658, 10566701, 11671759, 100732036, 100761460, 100771792, 100822059, 100882130, 101071346, 101291271, 101451603, 101511917, 101691568, 101942291, 102072170, 102271522, 102312108, 102731946, 102751754, 103071492, 112831620]",27
1156,"[10072769, 10080726, 10082745, 10110875, 10127753, 10231772, 10246658, 10566701, 11671759, 100592024, 100732036, 100761460, 100771792, 100822059, 100882130, 101071346, 101291271, 101451603, 101511917, 101691568, 101942291, 102072170, 102271522, 102312108, 102731946, 102751754, 103071492, 112831620]",28
1157,"[10090726, 10092745, 10134753, 10241772, 10256658, 10576701, 11681759, 100992130, 101171346, 101431271, 101551603, 101661917, 101891568, 102122170, 102321522, 102412108, 102851754, 103061946, 103111492, 112931620]",20
1158,"[10088726, 10090745, 10133753, 10239772, 10254658, 10574701, 11679759, 100792036, 100962130, 101151346, 101401271, 101531603, 101851568, 102052291, 102112170, 102311522, 102392108, 102831754, 103011946, 103101492, 112911620]",21
1159,"[10086726, 10088745, 10131753, 10237772, 10252658, 10572701, 11677759, 100942130, 101131346, 101371271, 101511603, 101601917, 101811568, 102032291, 102102170, 102301522, 102372108, 102811754, 102961946, 103091492, 112891620]",21
1160,"[10096726, 10098745, 10262658, 10265772, 10582701, 11687759, 101491271, 101611603, 102152170, 102652108, 102911754, 103141492, 103211946, 112991620]",14
1161,"[10092726, 10094745, 10249772, 10258658, 10578701, 11683759, 101022130, 101191346, 101451271, 101571603, 101681917, 101931568, 102132170, 102331522, 102492108, 102871754, 103111946, 103121492, 112951620]",19
1162,"[10098726, 10100745, 10264658, 10273772, 10584701, 11689759, 101511271, 101631603, 102092291, 102162170, 102732108, 102931754, 103151492, 103261946, 113011620]",15
1163,"[10102726, 10104745, 10268658, 10289772, 10588701, 11693759, 101671603, 102752291, 102892108, 102971754, 103171492, 103361946, 113051620]",13
1164,"[10094726, 10096745, 10257772, 10260658, 10580701, 11685759, 101471271, 101591603, 101731917, 102142170, 102341522, 102572108, 102891754, 103131492, 103161946, 112971620]",16
1165,"[10104726, 10106745, 10270658, 10297772, 10590701, 11695759, 101691603, 102172170, 102972108, 102991754, 103082291, 103181492, 103411946, 113071620]",14
1166,"[10104726, 10106745, 10270658, 10297772, 10590701, 10606772, 11695759, 101691603, 102172170, 102361603, 102972108, 102991754, 103082291, 103181492, 103411946, 106062108, 113071620]",17
1167,"[10100726, 10102745, 10266658, 10281772, 10586701, 11691759, 101651603, 102422291, 102812108, 102951754, 103161492, 103311946, 113031620]",13
1168,"[10106726, 10274658, 10308772, 10594701, 11699759, 101581271, 101731603, 102192170, 103031754, 103082108, 103201492, 103591946, 103742291, 113111620]",14
1169,"[10112726, 10280658, 10317772, 10600701, 11705759, 101711271, 101791603, 103091754, 103172108, 103231492, 103861946, 104732291, 113171620]",13
1170,"[10108726, 10276658, 10311772, 10596701, 11701759, 101671271, 101751603, 102212170, 103051754, 103112108, 103211492, 103721946, 104072291, 113131620]",14
1171,"[10114726, 10282658, 10320772, 10602701, 11707759, 101811603, 103111754, 103202108, 103241492, 103961946, 104752291, 113191620]",12
1172,"[10124726, 10292658, 10338772, 10612701, 11717759, 101921603, 103211754, 103382108, 105072291, 113291620]",10
1173,"[10120726, 10288658, 10329772, 10608701, 11713759, 101871603, 103171754, 103292108, 104812291, 113251620]",10
1174,"[10122726, 10290658, 10336772, 10610701, 11715759, 101901603, 103191754, 103362108, 104942291, 113271620]",10
1175,"[10116726, 10284658, 10323772, 10604701, 11709759, 101831603, 103131754, 103232108, 103251492, 104031946, 104772291, 113211620]",12
1176,"[10128726, 10296658, 10342772, 10616701, 11721759, 101971603, 102141568, 103251754, 103422108, 105332291, 113331620]",11
1177,"[10132726, 10300658, 10346772, 10620701, 11725759, 103291754, 103462108, 105592291, 113371620]",9
1178,"[10130726, 10298658, 10344772, 10618701, 11723759, 102001603, 103271754, 103442108, 105462291, 113351620]",10
1179,"[10110726, 10278658, 10314772, 10598701, 11703759, 101691271, 101771603, 103071754, 103142108, 103221492, 104402291, 113151620]",12
1180,"[10118726, 10286658, 10326772, 10606701, 11711759, 101851603, 103151754, 103262108, 104792291, 113231620]",10
1181,"[10126726, 10294658, 10340772, 10614701, 11719759, 101951603, 103231754, 103402108, 105202291, 113311620]",10
1182,"[10134726, 10302658, 10348772, 10622701, 11727759, 103311754, 103482108, 105722291, 113391620]",9
1183,"[10021848, 10044769, 10085875, 10794658, 11642759, 100121682, 100251859, 100291378, 100351710, 100481417, 100512059, 100641883, 100651656, 101151917, 101572291, 101881946, 101952170, 102111522, 102941492, 112541620]",20
1184,"[10015849, 10020848, 10034767, 10043769, 10049745, 10084875, 10094753, 10199772, 10793658, 11064701, 11641759, 12047759, 100111682, 100241859, 100281378, 100341710, 100471417, 100491792, 100502059, 100531460, 100552130, 100631883, 100632234, 100641656, 100711986, 100831346, 100981271, 101141917, 101161603, 101381568, 101562291, 101871946, 101942170, 101992108, 102101522, 102381754, 102931492, 112531620, 119471620]",39
1185,"[10031848, 10076769, 10081767, 10109745, 10122875, 10136726, 10146753, 10629772, 10795658, 11400701, 13379759, 100131682, 100171189, 100301378, 100341152, 100451859, 100491345, 100581710, 100632024, 100781460, 100791792, 100811883, 100812036, 100842059, 100901417, 100931656, 100952234, 101102130, 101241986, 101351346, 101751917, 101761271, 102312170, 102351522, 102481603, 102511568, 103261492, 103651754, 104041946, 106292108, 108372291, 125341620]",42
1186,"[10029849, 10038848, 10092767, 10094769, 10138745, 10150875, 10169753, 10181726, 10737772, 11000658, 11735701, 13948759, 100151682, 100211189, 100411152, 100491378, 100561859, 100581345, 100711710, 100782024, 100941883, 100961460, 100971792, 101012059, 101022036, 101031417, 101071656, 101072234, 101362130, 101581986, 101721346, 101991917, 102111271, 102591522, 102632170, 103091568, 103121603, 103621492, 104271754, 104411946, 107372108, 109172291, 129491620]",43
1187,"[10053848, 10135769, 10159767, 10177745, 10192875, 10228726, 11129772, 11571658, 12119701, 100191682, 100301189, 100561152, 100701859, 100711378, 100951345, 100951710, 101022024, 101242059, 101361792, 101402036, 101442234, 101581460, 101611417, 101631656, 101732130, 102061986, 102441346, 102661271, 103101917, 104041603, 104411568, 105211754, 111292108, 115932291]",34
1188,"[10045849, 10054848, 10136769, 10160767, 10178745, 10193875, 10229726, 10232753, 11130772, 11572658, 12120701, 15111759, 100201682, 100311189, 100571152, 100711859, 100721378, 100961345, 100961710, 101032024, 101221883, 101252059, 101371792, 101412036, 101452234, 101591460, 101621417, 101641656, 101742130, 102071986, 102451346, 102671271, 103091522, 103111917, 103332170, 104051603, 104391492, 104421568, 105221754, 107121946, 111302108, 115942291, 138241620]",43
1189,"[10052848, 10134769, 10158767, 10176745, 10191875, 10227726, 11570658, 15082759, 100181682, 100291189, 100551152, 100691859, 100701378, 100941345, 100941710, 101012024, 101101883, 101232059, 101351792, 101392036, 101432234, 101571460, 101601417, 101621656, 101722130, 102051986, 102431346, 102841522, 103042170, 103091917, 104061492, 104401568, 107041946, 115922291, 137951620]",35
1190,"[10030849, 10039848, 10049848, 10097767, 10097769, 10098769, 10099767, 10139745, 10157875, 10160875, 10165875, 10170753, 10750772, 10756772, 11568658, 11744701, 13949759, 100161682, 100501378, 100571859, 100671859, 100761710, 100781710, 100812024, 100951883, 101021792, 101041792, 101051460, 101052059, 101061883, 101081417, 101091460, 101101417, 101102234, 101112234, 101241656, 101321656, 101372130, 101501656, 101591986, 101741986, 101771346, 101791346, 102101346, 102121271, 102191346, 102321917, 102481917, 102511271, 102601522, 102662170, 102672170, 102691917, 103151603, 103161603, 103181568, 103221568, 103651492, 103661492, 104341754, 104371754, 104761946, 104931946, 106651946, 107502108, 107562108, 109422291, 109542291, 129501620]",69
1191,"[10046849, 10055848, 10137769, 10161767, 10179745, 10194875, 10230726, 10233753, 11131772, 11573658, 12121701, 15112759, 100211682, 100321189, 100581152, 100721859, 100731378, 100971345, 100971710, 101042024, 101231883, 101262059, 101381792, 101422036, 101462234, 101601460, 101631417, 101651656, 101752130, 102081986, 102461346, 102681271, 103101522, 103121917, 103342170, 104061603, 104401492, 104431568, 105231754, 107131946, 111312108, 115952291, 138251620]",43
1192,"[10042849, 10051848, 10133769, 10157767, 10175745, 10190875, 10215753, 10226726, 11125772, 11569658, 12115701, 15081759, 100171682, 100281189, 100541152, 100681859, 100691378, 100931345, 100931710, 101002024, 101091883, 101222059, 101341792, 101382036, 101422234, 101561460, 101591417, 101611656, 101712130, 102041986, 102421346, 102621271, 102831522, 103032170, 103081917, 104001603, 104051492, 104391568, 105171754, 107031946, 111252108, 115912291, 137941620]",43
1193,"[10001864, 10004664, 10004780, 100011482, 100011994, 100012040, 100021626, 100021918, 100031874, 100032252, 100041527, 100041696, 100052156, 100061885, 100082062, 100091438, 100091776, 100101384, 100111574, 100141734, 100181326]",21
1194,"[10002864, 10013664, 10013780, 100021120, 100021482, 100021852, 100021874, 100022040, 100031626, 100031994, 100062156, 100092204, 100121574, 100191326]",14
1195,"[10001858, 10002667, 10002783, 100011121, 100011163, 100011356, 100011386, 100011435, 100011530, 100011643, 100011770, 100011849, 100011868, 100031687, 100031897]",15
1196,"[10003858, 10006667, 10006783, 100011472, 100021509, 100022144, 100031318, 100031356, 100031435, 100031530, 100031643, 100031770, 100031849, 100031868, 100041583, 100051687, 100051897, 100071960]",18
1197,"[10000669, 10000671, 10000785, 10000787]",4
1198,"[10005667, 10005783, 10007667, 10007783]",4
1199,"[10006674, 10006790, 10007674, 10007790]",4
1200,"[10002680, 10002796, 10007680, 10007796]",4
1201,"[10007681, 10007797, 10008681, 10008797]",4
1202,"[10025681, 10025797, 10028681, 10028797]",4
1203,"[10013681, 10013797, 10033681, 10033797]",4
1204,"[10012866, 10018866, 10029681, 10029797, 100721324, 101001324, 101031324, 101041324, 101071737]",9
1205,"[10034681, 10034797, 10038681, 10038797]",4
1206,"[10037681, 10037797, 10041681, 10041797, 10043681, 10043797, 10056681, 10056797]",8
1207,"[10000695, 10000810, 10002695, 10002810, 100311618, 100391618, 100441618]",7
1208,"[10026696, 10026811, 10032696, 10032811]",4
1209,"[10024696, 10024811, 10029696, 10029811, 10035696, 10035811]",6
